task_key,attack_leaf,opinion_leaf,outcome_metric,n_obs,alpha,cv_mse,reliability_weight
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,25,1000.0,1517.7574520670598,0.024310441785582948
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Critical_Infrastructure_Hardening_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Critical_Infrastructure_Hardening_Support,adversarial_effectivity,25,1000.0,1494.689035953418,0.02468563915006925
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Defense_and_National_Security > Nuclear_Deterrence_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Defense_and_National_Security > Nuclear_Deterrence_Support,adversarial_effectivity,25,1000.0,2028.942996792576,0.018185505576765626
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Foreign_Policy_and_Geopolitics > Humanitarian_Intervention_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Foreign_Policy_and_Geopolitics > Humanitarian_Intervention_Support,adversarial_effectivity,25,562.341325190349,2302.8158652028574,0.016022711472791
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Foreign_Policy_and_Geopolitics > Sanctions_Use_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Foreign_Policy_and_Geopolitics > Sanctions_Use_Support,adversarial_effectivity,25,1000.0,1615.4060503970045,0.022840916173393684
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Immigration_and_Citizenship > Asylum_Process_Expansion_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Immigration_and_Citizenship > Asylum_Process_Expansion_Support,adversarial_effectivity,25,1000.0,1564.3774894131752,0.02358596594032543
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Immigration_and_Citizenship > Family_Reunification_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Immigration_and_Citizenship > Family_Reunification_Support,adversarial_effectivity,25,1000.0,1366.8581261764234,0.02699428234466854
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Immigration_and_Citizenship > Multiculturalism_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Immigration_and_Citizenship > Multiculturalism_Support,adversarial_effectivity,25,17.78279410038923,1574.0244222977094,0.023441411492999203
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Information_Integrity_and_Platforms > Foreign_Information_Manipulation_Transparency_Mandate_Support,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Information_Integrity_and_Platforms > Foreign_Information_Manipulation_Transparency_Mandate_Support,adversarial_effectivity,25,1000.0,1940.8882279303748,0.019010550763376866
ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave || Issue_Position_Taxonomy > Information_Integrity_and_Platforms > Trust_In_Mainstream_Journalism,ATTACK_VECTORS > Coordinated_Amplification > Astroturf_Comment_Wave,Issue_Position_Taxonomy > Information_Integrity_and_Platforms > Trust_In_Mainstream_Journalism,adversarial_effectivity,25,100.0,1042.33914127261,0.03539860753771784
ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post || Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Issue_Position_Taxonomy > Defense_and_National_Security > Alliance_Commitment_Support,adversarial_effectivity,25,31.622776601683793,769.5006999325858,0.04794973440094785
ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post || Issue_Position_Taxonomy > Defense_and_National_Security > Critical_Infrastructure_Hardening_Support,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Issue_Position_Taxonomy > Defense_and_National_Security > Critical_Infrastructure_Hardening_Support,adversarial_effectivity,25,177.82794100389228,1872.8573011912908,0.019701102780036266
ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post || Issue_Position_Taxonomy > Defense_and_National_Security > Nuclear_Deterrence_Support,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Issue_Position_Taxonomy > Defense_and_National_Security > Nuclear_Deterrence_Support,adversarial_effectivity,25,17.78279410038923,1851.196205623046,0.019931628031126306
ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post || Issue_Position_Taxonomy > Foreign_Policy_and_Geopolitics > Humanitarian_Intervention_Support,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Issue_Position_Taxonomy > Foreign_Policy_and_Geopolitics > Humanitarian_Intervention_Support,adversarial_effectivity,25,56.23413251903491,1700.6965622077746,0.02169543644823526
ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post || Issue_Position_Taxonomy > Foreign_Policy_and_Geopolitics > Sanctions_Use_Support,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Issue_Position_Taxonomy > Foreign_Policy_and_Geopolitics > Sanctions_Use_Support,adversarial_effectivity,25,316.22776601683796,1433.6972680667611,0.025735805602018352
ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post || Issue_Position_Taxonomy > Immigration_and_Citizenship > Asylum_Process_Expansion_Support,ATTACK_VECTORS > Manipulative_Persuasion > Fear_Appeal_Scapegoating_Post,Issue_Position_Taxonomy > Immigration_and_Citizenship > Asylum_Process_Expansion_Support,adversarial_effectivity,25,1000.0,2035.0688876668944,0.018130764224601723
